restorer,detector,category,family,severity,anomaly_kind,image_id,label,score_clean,score_degraded,score_method
divide_lpres_on,padim,carpet,noise,4,color,13,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,noise,4,color,14,1,0.6828001141548157,0.9904611110687256,0.9120571613311768
divide_lpres_on,padim,carpet,noise,4,color,15,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,noise,4,good,0,0,0.798045814037323,1.0,0.7073975801467896
divide_lpres_off,padim,carpet,noise,4,good,1,0,0.47389793395996094,1.0,0.7402924299240112
divide_lpres_off,padim,carpet,noise,4,good,2,0,0.5784173011779785,1.0,0.791944146156311
divide_lpres_off,padim,carpet,noise,4,good,3,0,0.6443159580230713,1.0,0.7290650010108948
divide_lpres_off,padim,carpet,noise,4,good,4,0,0.7448416948318481,1.0,0.7163398265838623
divide_lpres_off,padim,carpet,noise,4,good,5,0,0.5055015087127686,1.0,0.7463590502738953
divide_lpres_off,padim,carpet,noise,4,good,6,0,0.8287522792816162,1.0,0.8146566152572632
divide_lpres_off,padim,carpet,noise,4,good,7,0,0.7726420164108276,1.0,0.9242678880691528
divide_lpres_off,padim,carpet,noise,4,color,8,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,noise,4,color,9,1,1.0,0.9836496114730835,0.8288626670837402
divide_lpres_off,padim,carpet,noise,4,color,10,1,1.0,1.0,0.9057913422584534
divide_lpres_off,padim,carpet,noise,4,color,11,1,1.0,1.0,0.9193313121795654
divide_lpres_off,padim,carpet,noise,4,color,12,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,noise,4,color,13,1,1.0,1.0,0.7399712800979614
divide_lpres_off,padim,carpet,noise,4,color,14,1,0.6828001141548157,0.9904611110687256,0.7105036973953247
divide_lpres_off,padim,carpet,noise,4,color,15,1,1.0,1.0,1.0
identity,padim,carpet,mixed,2,good,0,0,0.798045814037323,1.0,1.0
identity,padim,carpet,mixed,2,good,1,0,0.47389793395996094,0.5081337094306946,0.5081337094306946
identity,padim,carpet,mixed,2,good,2,0,0.5784173011779785,1.0,1.0
identity,padim,carpet,mixed,2,good,3,0,0.6443159580230713,0.9819605946540833,0.9819605946540833
identity,padim,carpet,mixed,2,good,4,0,0.7448416948318481,0.8691908121109009,0.8691908121109009
identity,padim,carpet,mixed,2,good,5,0,0.5055015087127686,0.6708870530128479,0.6708870530128479
identity,padim,carpet,mixed,2,good,6,0,0.8287522792816162,0.6748446226119995,0.6748446226119995
identity,padim,carpet,mixed,2,good,7,0,0.7726420164108276,1.0,1.0
identity,padim,carpet,mixed,2,color,8,1,1.0,1.0,1.0
identity,padim,carpet,mixed,2,color,9,1,1.0,1.0,1.0
identity,padim,carpet,mixed,2,color,10,1,1.0,1.0,1.0
identity,padim,carpet,mixed,2,color,11,1,1.0,1.0,1.0
identity,padim,carpet,mixed,2,color,12,1,1.0,1.0,1.0
identity,padim,carpet,mixed,2,color,13,1,1.0,1.0,1.0
identity,padim,carpet,mixed,2,color,14,1,0.6828001141548157,1.0,1.0
identity,padim,carpet,mixed,2,color,15,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,2,good,0,0,0.798045814037323,1.0,1.0
wiener,padim,carpet,mixed,2,good,1,0,0.47389793395996094,0.5081337094306946,0.6463513374328613
wiener,padim,carpet,mixed,2,good,2,0,0.5784173011779785,1.0,1.0
wiener,padim,carpet,mixed,2,good,3,0,0.6443159580230713,0.9819605946540833,1.0
wiener,padim,carpet,mixed,2,good,4,0,0.7448416948318481,0.8691908121109009,0.9891807436943054
wiener,padim,carpet,mixed,2,good,5,0,0.5055015087127686,0.6708870530128479,0.8502152562141418
wiener,padim,carpet,mixed,2,good,6,0,0.8287522792816162,0.6748446226119995,0.7110850811004639
wiener,padim,carpet,mixed,2,good,7,0,0.7726420164108276,1.0,1.0
wiener,padim,carpet,mixed,2,color,8,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,2,color,9,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,2,color,10,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,2,color,11,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,2,color,12,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,2,color,13,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,2,color,14,1,0.6828001141548157,1.0,1.0
wiener,padim,carpet,mixed,2,color,15,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,good,0,0,0.798045814037323,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,good,1,0,0.47389793395996094,0.5081337094306946,0.5081337094306946
restormer_deblur,padim,carpet,mixed,2,good,2,0,0.5784173011779785,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,good,3,0,0.6443159580230713,0.9819605946540833,0.9365121126174927
restormer_deblur,padim,carpet,mixed,2,good,4,0,0.7448416948318481,0.8691908121109009,0.8691908121109009
restormer_deblur,padim,carpet,mixed,2,good,5,0,0.5055015087127686,0.6708870530128479,0.6088292002677917
restormer_deblur,padim,carpet,mixed,2,good,6,0,0.8287522792816162,0.6748446226119995,0.6748446226119995
restormer_deblur,padim,carpet,mixed,2,good,7,0,0.7726420164108276,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,color,8,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,color,9,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,color,10,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,color,11,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,color,12,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,color,13,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,color,14,1,0.6828001141548157,1.0,1.0
restormer_deblur,padim,carpet,mixed,2,color,15,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,2,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_on,padim,carpet,mixed,2,good,1,0,0.47389793395996094,0.5081337094306946,0.5093757510185242
divide_lpres_on,padim,carpet,mixed,2,good,2,0,0.5784173011779785,1.0,1.0
divide_lpres_on,padim,carpet,mixed,2,good,3,0,0.6443159580230713,0.9819605946540833,1.0
divide_lpres_on,padim,carpet,mixed,2,good,4,0,0.7448416948318481,0.8691908121109009,0.7370327711105347
divide_lpres_on,padim,carpet,mixed,2,good,5,0,0.5055015087127686,0.6708870530128479,0.8214216828346252
divide_lpres_on,padim,carpet,mixed,2,good,6,0,0.8287522792816162,0.6748446226119995,0.5097735524177551
divide_lpres_on,padim,carpet,mixed,2,good,7,0,0.7726420164108276,1.0,0.8187041282653809
divide_lpres_on,padim,carpet,mixed,2,color,8,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,2,color,9,1,1.0,1.0,0.9663419723510742
divide_lpres_on,padim,carpet,mixed,2,color,10,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,2,color,11,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,2,color,12,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,2,color,13,1,1.0,1.0,0.8687483668327332
divide_lpres_on,padim,carpet,mixed,2,color,14,1,0.6828001141548157,1.0,1.0
divide_lpres_on,padim,carpet,mixed,2,color,15,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,2,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_off,padim,carpet,mixed,2,good,1,0,0.47389793395996094,0.5081337094306946,0.5460469722747803
divide_lpres_off,padim,carpet,mixed,2,good,2,0,0.5784173011779785,1.0,1.0
divide_lpres_off,padim,carpet,mixed,2,good,3,0,0.6443159580230713,0.9819605946540833,1.0
divide_lpres_off,padim,carpet,mixed,2,good,4,0,0.7448416948318481,0.8691908121109009,0.5570633411407471
divide_lpres_off,padim,carpet,mixed,2,good,5,0,0.5055015087127686,0.6708870530128479,0.789337158203125
divide_lpres_off,padim,carpet,mixed,2,good,6,0,0.8287522792816162,0.6748446226119995,0.5247436165809631
divide_lpres_off,padim,carpet,mixed,2,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_off,padim,carpet,mixed,2,color,8,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,2,color,9,1,1.0,1.0,0.8392526507377625
divide_lpres_off,padim,carpet,mixed,2,color,10,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,2,color,11,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,2,color,12,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,2,color,13,1,1.0,1.0,0.6124361753463745
divide_lpres_off,padim,carpet,mixed,2,color,14,1,0.6828001141548157,1.0,0.7081979513168335
divide_lpres_off,padim,carpet,mixed,2,color,15,1,1.0,1.0,0.9995962381362915
identity,padim,carpet,mixed,3,good,0,0,0.798045814037323,1.0,1.0
identity,padim,carpet,mixed,3,good,1,0,0.47389793395996094,0.7395563125610352,0.7395563125610352
identity,padim,carpet,mixed,3,good,2,0,0.5784173011779785,1.0,1.0
identity,padim,carpet,mixed,3,good,3,0,0.6443159580230713,1.0,1.0
identity,padim,carpet,mixed,3,good,4,0,0.7448416948318481,1.0,1.0
identity,padim,carpet,mixed,3,good,5,0,0.5055015087127686,1.0,1.0
identity,padim,carpet,mixed,3,good,6,0,0.8287522792816162,0.823226809501648,0.823226809501648
identity,padim,carpet,mixed,3,good,7,0,0.7726420164108276,1.0,1.0
identity,padim,carpet,mixed,3,color,8,1,1.0,1.0,1.0
identity,padim,carpet,mixed,3,color,9,1,1.0,1.0,1.0
identity,padim,carpet,mixed,3,color,10,1,1.0,1.0,1.0
identity,padim,carpet,mixed,3,color,11,1,1.0,1.0,1.0
identity,padim,carpet,mixed,3,color,12,1,1.0,1.0,1.0
identity,padim,carpet,mixed,3,color,13,1,1.0,1.0,1.0
identity,padim,carpet,mixed,3,color,14,1,0.6828001141548157,1.0,1.0
identity,padim,carpet,mixed,3,color,15,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,3,good,0,0,0.798045814037323,1.0,1.0
wiener,padim,carpet,mixed,3,good,1,0,0.47389793395996094,0.7395563125610352,0.8194165825843811
wiener,padim,carpet,mixed,3,good,2,0,0.5784173011779785,1.0,1.0
wiener,padim,carpet,mixed,3,good,3,0,0.6443159580230713,1.0,1.0
wiener,padim,carpet,mixed,3,good,4,0,0.7448416948318481,1.0,1.0
wiener,padim,carpet,mixed,3,good,5,0,0.5055015087127686,1.0,1.0
wiener,padim,carpet,mixed,3,good,6,0,0.8287522792816162,0.823226809501648,0.7909331321716309
wiener,padim,carpet,mixed,3,good,7,0,0.7726420164108276,1.0,1.0
wiener,padim,carpet,mixed,3,color,8,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,3,color,9,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,3,color,10,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,3,color,11,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,3,color,12,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,3,color,13,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,3,color,14,1,0.6828001141548157,1.0,1.0
wiener,padim,carpet,mixed,3,color,15,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,good,0,0,0.798045814037323,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,good,1,0,0.47389793395996094,0.7395563125610352,0.7395563125610352
restormer_deblur,padim,carpet,mixed,3,good,2,0,0.5784173011779785,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,good,3,0,0.6443159580230713,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,good,4,0,0.7448416948318481,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,good,5,0,0.5055015087127686,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,good,6,0,0.8287522792816162,0.823226809501648,0.823226809501648
restormer_deblur,padim,carpet,mixed,3,good,7,0,0.7726420164108276,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,color,8,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,color,9,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,color,10,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,color,11,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,color,12,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,color,13,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,color,14,1,0.6828001141548157,1.0,1.0
restormer_deblur,padim,carpet,mixed,3,color,15,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,good,1,0,0.47389793395996094,0.7395563125610352,0.6639766693115234
divide_lpres_on,padim,carpet,mixed,3,good,2,0,0.5784173011779785,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,good,3,0,0.6443159580230713,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,good,4,0,0.7448416948318481,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,good,5,0,0.5055015087127686,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,good,6,0,0.8287522792816162,0.823226809501648,0.7393413782119751
divide_lpres_on,padim,carpet,mixed,3,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,color,8,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,color,9,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,color,10,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,color,11,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,color,12,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,color,13,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,color,14,1,0.6828001141548157,1.0,1.0
divide_lpres_on,padim,carpet,mixed,3,color,15,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,good,1,0,0.47389793395996094,0.7395563125610352,0.6773990392684937
divide_lpres_off,padim,carpet,mixed,3,good,2,0,0.5784173011779785,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,good,3,0,0.6443159580230713,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,good,4,0,0.7448416948318481,1.0,0.8066257834434509
divide_lpres_off,padim,carpet,mixed,3,good,5,0,0.5055015087127686,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,good,6,0,0.8287522792816162,0.823226809501648,1.0
divide_lpres_off,padim,carpet,mixed,3,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,color,8,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,color,9,1,1.0,1.0,0.7663235664367676
divide_lpres_off,padim,carpet,mixed,3,color,10,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,color,11,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,color,12,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,color,13,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,3,color,14,1,0.6828001141548157,1.0,0.8367802500724792
divide_lpres_off,padim,carpet,mixed,3,color,15,1,1.0,1.0,0.9586025476455688
identity,padim,carpet,mixed,4,good,0,0,0.798045814037323,1.0,1.0
identity,padim,carpet,mixed,4,good,1,0,0.47389793395996094,1.0,1.0
identity,padim,carpet,mixed,4,good,2,0,0.5784173011779785,1.0,1.0
identity,padim,carpet,mixed,4,good,3,0,0.6443159580230713,1.0,1.0
identity,padim,carpet,mixed,4,good,4,0,0.7448416948318481,1.0,1.0
identity,padim,carpet,mixed,4,good,5,0,0.5055015087127686,1.0,1.0
identity,padim,carpet,mixed,4,good,6,0,0.8287522792816162,0.8248115181922913,0.8248115181922913
identity,padim,carpet,mixed,4,good,7,0,0.7726420164108276,1.0,1.0
identity,padim,carpet,mixed,4,color,8,1,1.0,1.0,1.0
identity,padim,carpet,mixed,4,color,9,1,1.0,1.0,1.0
identity,padim,carpet,mixed,4,color,10,1,1.0,1.0,1.0
identity,padim,carpet,mixed,4,color,11,1,1.0,1.0,1.0
identity,padim,carpet,mixed,4,color,12,1,1.0,1.0,1.0
identity,padim,carpet,mixed,4,color,13,1,1.0,1.0,1.0
identity,padim,carpet,mixed,4,color,14,1,0.6828001141548157,1.0,1.0
identity,padim,carpet,mixed,4,color,15,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,4,good,0,0,0.798045814037323,1.0,1.0
wiener,padim,carpet,mixed,4,good,1,0,0.47389793395996094,1.0,1.0
wiener,padim,carpet,mixed,4,good,2,0,0.5784173011779785,1.0,1.0
wiener,padim,carpet,mixed,4,good,3,0,0.6443159580230713,1.0,1.0
wiener,padim,carpet,mixed,4,good,4,0,0.7448416948318481,1.0,1.0
wiener,padim,carpet,mixed,4,good,5,0,0.5055015087127686,1.0,1.0
wiener,padim,carpet,mixed,4,good,6,0,0.8287522792816162,0.8248115181922913,1.0
wiener,padim,carpet,mixed,4,good,7,0,0.7726420164108276,1.0,1.0
wiener,padim,carpet,mixed,4,color,8,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,4,color,9,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,4,color,10,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,4,color,11,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,4,color,12,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,4,color,13,1,1.0,1.0,1.0
wiener,padim,carpet,mixed,4,color,14,1,0.6828001141548157,1.0,1.0
wiener,padim,carpet,mixed,4,color,15,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,good,0,0,0.798045814037323,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,good,1,0,0.47389793395996094,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,good,2,0,0.5784173011779785,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,good,3,0,0.6443159580230713,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,good,4,0,0.7448416948318481,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,good,5,0,0.5055015087127686,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,good,6,0,0.8287522792816162,0.8248115181922913,1.0
restormer_deblur,padim,carpet,mixed,4,good,7,0,0.7726420164108276,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,color,8,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,color,9,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,color,10,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,color,11,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,color,12,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,color,13,1,1.0,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,color,14,1,0.6828001141548157,1.0,1.0
restormer_deblur,padim,carpet,mixed,4,color,15,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,good,1,0,0.47389793395996094,1.0,0.9341893792152405
divide_lpres_on,padim,carpet,mixed,4,good,2,0,0.5784173011779785,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,good,3,0,0.6443159580230713,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,good,4,0,0.7448416948318481,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,good,5,0,0.5055015087127686,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,good,6,0,0.8287522792816162,0.8248115181922913,1.0
divide_lpres_on,padim,carpet,mixed,4,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,color,8,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,color,9,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,color,10,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,color,11,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,color,12,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,color,13,1,1.0,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,color,14,1,0.6828001141548157,1.0,1.0
divide_lpres_on,padim,carpet,mixed,4,color,15,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,good,0,0,0.798045814037323,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,good,1,0,0.47389793395996094,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,good,2,0,0.5784173011779785,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,good,3,0,0.6443159580230713,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,good,4,0,0.7448416948318481,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,good,5,0,0.5055015087127686,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,good,6,0,0.8287522792816162,0.8248115181922913,1.0
divide_lpres_off,padim,carpet,mixed,4,good,7,0,0.7726420164108276,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,color,8,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,color,9,1,1.0,1.0,0.8185068368911743
divide_lpres_off,padim,carpet,mixed,4,color,10,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,color,11,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,color,12,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,color,13,1,1.0,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,color,14,1,0.6828001141548157,1.0,1.0
divide_lpres_off,padim,carpet,mixed,4,color,15,1,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,good,0,0,0.5998239517211914,1.0,1.0
identity,patchcore,carpet,defocus,2,good,1,0,0.6361232995986938,1.0,1.0
identity,patchcore,carpet,defocus,2,good,2,0,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,good,3,0,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,good,4,0,0.79691082239151,1.0,1.0
identity,patchcore,carpet,defocus,2,good,5,0,0.7898678183555603,1.0,1.0
identity,patchcore,carpet,defocus,2,good,6,0,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,good,7,0,0.8467388153076172,1.0,1.0
identity,patchcore,carpet,defocus,2,color,8,1,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,color,9,1,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,color,10,1,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,color,11,1,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,color,12,1,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,color,13,1,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,color,14,1,1.0,1.0,1.0
identity,patchcore,carpet,defocus,2,color,15,1,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,good,0,0,0.5998239517211914,1.0,0.7655574083328247
wiener,patchcore,carpet,defocus,2,good,1,0,0.6361232995986938,1.0,1.0
wiener,patchcore,carpet,defocus,2,good,2,0,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,good,3,0,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,good,4,0,0.79691082239151,1.0,0.9160311818122864
wiener,patchcore,carpet,defocus,2,good,5,0,0.7898678183555603,1.0,1.0
wiener,patchcore,carpet,defocus,2,good,6,0,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,good,7,0,0.8467388153076172,1.0,1.0
wiener,patchcore,carpet,defocus,2,color,8,1,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,color,9,1,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,color,10,1,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,color,11,1,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,color,12,1,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,color,13,1,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,color,14,1,1.0,1.0,1.0
wiener,patchcore,carpet,defocus,2,color,15,1,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,good,0,0,0.5998239517211914,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,good,1,0,0.6361232995986938,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,good,2,0,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,good,3,0,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,good,4,0,0.79691082239151,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,good,5,0,0.7898678183555603,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,good,6,0,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,good,7,0,0.8467388153076172,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,color,8,1,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,color,9,1,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,color,10,1,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,color,11,1,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,color,12,1,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,color,13,1,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,color,14,1,1.0,1.0,1.0
restormer_deblur,patchcore,carpet,defocus,2,color,15,1,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,good,0,0,0.5998239517211914,1.0,0.8428488969802856
divide_lpres_on,patchcore,carpet,defocus,2,good,1,0,0.6361232995986938,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,good,2,0,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,good,3,0,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,good,4,0,0.79691082239151,1.0,0.9519373178482056
divide_lpres_on,patchcore,carpet,defocus,2,good,5,0,0.7898678183555603,1.0,0.941214919090271
divide_lpres_on,patchcore,carpet,defocus,2,good,6,0,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,good,7,0,0.8467388153076172,1.0,0.9061379432678223
divide_lpres_on,patchcore,carpet,defocus,2,color,8,1,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,color,9,1,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,color,10,1,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,color,11,1,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,color,12,1,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,color,13,1,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,color,14,1,1.0,1.0,1.0
divide_lpres_on,patchcore,carpet,defocus,2,color,15,1,1.0,1.0,1.0
divide_lpres_off,patchcore,carpet,defocus,2,good,0,0,0.5998239517211914,1.0,0.8588757514953613
divide_lpres_off,patchcore,carpet,defocus,2,good,1,0,0.6361232995986938,1.0,0.9833363890647888
divide_lpres_off,patchcore,carpet,defocus,2,good,2,0,1.0,1.0,1.0
divide_lpres_off,patchcore,carpet,defocus,2,good,3,0,1.0,1.0,1.0
divide_lpres_off,patchcore,carpet,defocus,2,good,4,0,0.79691082239151,1.0,0.8964958190917969
divide_lpres_off,patchcore,carpet,defocus,2,good,5,0,0.7898678183555603,1.0,0.8709357976913452
divide_lpres_off,patchcore,carpet,defocus,2,good,6,0,1.0,1.0,1.0
